"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"iR579658",1,"individual","right","yes",1,"s7294",FALSE,"1,0,1,0,1,0,1,0,0,1","1,1,1,0,1,0,0,0,0,1",8,4,-4,5,0,0,0,0,1,0,1,1,1,1,0,"0001011110",0,2,0,0,8
"cR312238",1,"culture","right","yes",1,"s2700",FALSE,"0,1,0,0,0,0,1,1,1,1","1,0,1,1,0,1,1,0,0,1",3,6,3,6,1,0,1,0,0,1,0,0,1,1,0,"0100100110",1,2,1,1,3
"iL730742",1,"individual","left","yes",1,"s6968",FALSE,"0,0,1,0,1,0,1,1,1,0","0,0,1,1,1,1,1,1,1,0",8,2,-4,3,-2,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,6,2
"cL128093",1,"culture","left","yes",1,"s4300",FALSE,"1,1,0,0,1,0,0,1,0,1","1,1,0,0,0,0,0,0,0,0",7,1,-5,2,-3,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,0,7
"cL812573",1,"culture","left","yes",1,"s3600",FALSE,"1,0,1,0,0,1,0,0,1,1","1,0,0,0,0,0,0,0,1,1",8,2,-4,3,-2,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,8
"cL246938",1,"culture","left","yes",1,"s3100",FALSE,"1,1,0,0,1,0,0,1,0,1","1,1,1,1,0,0,0,0,0,0",5,1,-5,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,5
"iL314595",1,"individual","left","yes",4,"s3567",TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"iL573482",1,"individual","left","yes",2,"s5057",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"iR716593",1,"individual","right","yes",2,"s3691",FALSE,"1,0,1,0,0,0,1,1,1,0","1,1,0,0,1,1,1,1,1,0",6,3,-2,7,2,0,0,1,1,0,0,0,0,0,1,"0011000001",2,3,3,3,4
"iL286525",1,"individual","left","yes",1,"s3958",FALSE,"0,1,1,0,1,0,0,1,0,1","0,1,1,1,0,1,0,1,0,0",6,6,-1,5,0,0,1,1,1,0,1,0,1,0,0,"0111010100",0,2,3,2,4
"iL398259",1,"individual","left","yes",2,"s8748",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"cL464682",1,"culture","left","yes",5,"s3500",TRUE,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",10,1,0,9,0,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,7,0
"cR231712",1,"culture","right","yes",2,"s1600",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"cR468727",1,"culture","right","yes",2,"s1900",FALSE,"0,0,0,1,1,1,1,0,0,0","1,0,1,1,1,1,1,0,0,0",8,3,1,6,0,0,1,0,0,0,0,0,1,1,1,"0100000111",1,2,5,5,2
"iU600365",1,"individual","uniform","no",1,"s7925",FALSE,"1,1,0,0,1,0,0,1,0,1","1,1,0,1,1,0,1,0,1,1",6,6,0,7,2,0,0,1,0,0,1,0,1,0,0,"0010010100",2,3,3,2,6
"iR643497",0,"individual","right","yes",8,"s1123",FALSE,"0,0,0,0,0,1,1,1,1,1","0,1,1,1,1,0,1,1,0,1",4,5,4,3,-2,0,1,1,1,1,0,1,1,0,1,"0111101101",2,3,3,3,6
"iL335230",1,"individual","left","yes",1,"s3406",FALSE,"0,0,1,0,0,1,0,1,1,1","0,0,0,0,0,1,1,1,1,1",8,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"iU449692",1,"individual","uniform","no",4,"s1653",TRUE,"0,0,0,0,0,0,1,1,0,1","0,0,0,0,0,0,1,1,0,1",10,3,0,7,0,0,0,0,0,0,0,1,1,0,1,"0000001101",2,4,2,2,0
"iR579658",1,"individual","right","yes",2,"s7294",FALSE,"1,1,1,0,1,0,0,0,0,1","1,1,0,1,0,0,0,0,0,1",7,4,0,4,-1,0,0,1,0,1,1,1,1,1,0,"0010111110",1,2,2,2,3
"iU308968",0,"individual","uniform","no",7,"s2643",FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,1,0,0,0,0,0,1,1",9,2,0,5,1,1,1,1,0,0,0,0,0,1,1,"1110000011",0,4,6,0,1
"iR761380",1,"individual","right","yes",2,"s4057",FALSE,"0,0,0,1,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",9,1,-2,9,1,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,1,1
"iR713831",1,"individual","right","yes",1,"s8056",FALSE,"0,1,1,0,1,0,0,1,1,0","0,0,0,0,1,0,1,1,1,0",7,4,-2,6,1,1,1,1,1,0,1,0,0,0,1,"1111010001",1,3,5,5,7
"cL916614",1,"culture","left","yes",1,"s3300",FALSE,"1,0,1,0,1,1,1,0,0,0","0,0,0,0,1,1,1,1,1,1",5,1,-4,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,5
"iR432012",0,"individual","right","yes",1,"s4870",FALSE,"1,0,1,0,1,0,0,1,1,0","0,0,1,1,0,0,0,1,0,0",6,4,-3,7,2,0,0,1,1,0,0,0,1,0,0,"0011000100",2,4,3,3,4
"cU770928",1,"culture","uniform","no",3,"s500",FALSE,"0,1,1,0,1,1,1,0,0,0","0,1,1,1,1,1,0,0,0,0",8,2,-2,5,0,1,0,0,0,0,0,1,1,1,1,"1000001111",0,8,2,0,2
"iR763032",0,"individual","right","yes",5,"s5139",FALSE,"1,1,1,0,1,1,0,1,1,0","1,0,1,1,0,1,1,1,1,0",6,5,0,7,0,1,0,1,1,0,1,1,1,1,0,"1011011110",2,6,5,5,4
"iL397196",1,"individual","left","yes",1,"s3399",FALSE,"0,1,1,0,1,1,0,1,0,0","0,0,0,0,1,0,1,1,1,1",4,3,-3,5,0,0,0,0,0,1,0,1,1,1,1,"0000101111",0,4,4,4,6
"iR159459",1,"individual","right","yes",1,"s3075",FALSE,"0,1,1,1,0,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",8,1,-3,7,2,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,8
"cL587631",1,"culture","left","yes",1,"s3400",FALSE,"1,0,0,1,1,0,1,0,0,1","1,1,1,1,1,0,1,0,0,0",7,3,-3,6,1,0,0,0,0,0,1,0,1,1,1,"0000010111",1,3,3,3,7
"iU103436",1,"individual","uniform","no",3,"s4594",FALSE,"0,0,0,0,1,1,1,0,1,1","0,0,0,0,0,0,1,0,1,1",8,3,0,7,2,0,0,0,0,0,0,1,0,1,1,"0000001011",2,4,2,2,2
"cU334291",1,"culture","uniform","no",2,"s300",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iR878290",1,"individual","right","yes",1,"s2708",FALSE,"1,0,1,1,0,0,1,0,1,0","1,1,1,1,1,1,1,0,0,0",6,1,-6,7,2,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,6
"cU349108",1,"culture","uniform","no",1,"s400",FALSE,"1,0,1,1,0,0,0,0,1,1","0,1,1,0,0,0,0,0,1,1",7,3,-1,6,1,0,1,1,0,0,0,0,0,1,1,"0110000011",1,2,5,1,3
"iU366691",1,"individual","uniform","no",5,"s6345",FALSE,"1,0,1,1,1,0,0,0,1,0","1,0,1,1,1,1,0,0,1,0",9,5,0,6,1,0,1,0,0,0,0,1,1,0,1,"0100001101",1,4,2,1,1
"cR215494",1,"culture","right","yes",8,"s2700",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"iL286525",1,"individual","left","yes",4,"s3958",FALSE,"0,0,1,1,0,1,0,1,1,0","0,0,1,1,1,0,1,1,0,1",5,5,-1,4,-1,0,0,1,1,1,0,1,1,0,1,"0011101101",1,4,2,4,5
"iU838884",1,"individual","uniform","no",3,"s5759",FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",8,1,0,5,2,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,2
"iU467220",1,"individual","uniform","no",3,"s2717",TRUE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,0
"iU308968",0,"individual","uniform","no",8,"s2643",FALSE,"1,1,1,0,0,0,0,0,1,1","1,1,1,0,0,0,0,0,0,1",9,2,0,4,-1,1,1,1,0,0,0,0,0,0,1,"1110000001",1,3,7,1,1
"cL744960",1,"culture","left","yes",2,"s3600",FALSE,"1,0,0,0,0,0,0,0,1,1","1,1,0,0,0,0,0,0,1,1",9,2,0,4,1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,1
"iU324135",1,"individual","uniform","no",4,"s7120",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"cL121090",0,"culture","left","yes",5,"s3700",FALSE,"0,1,1,1,1,1,1,0,0,0","0,0,1,1,1,1,1,0,0,0",9,2,0,5,1,1,1,0,0,0,0,0,1,1,1,"1100000111",0,6,4,6,1
"cR119174",1,"culture","right","yes",4,"s2200",FALSE,"1,1,1,1,0,0,0,0,0,1","0,1,1,1,1,1,0,1,1,1",5,3,1,2,-3,0,1,1,1,1,1,0,1,1,1,"0111110111",3,2,4,4,5
"iU461378",1,"individual","uniform","no",3,"s5380",FALSE,"1,0,0,0,1,0,1,0,1,1","1,0,0,0,0,0,1,1,1,1",8,2,-4,5,0,0,1,1,1,1,1,0,0,0,0,"0111110000",0,2,8,0,2
"iU898134",1,"individual","uniform","no",8,"s6822",TRUE,"0,0,1,1,1,1,1,1,1,0","0,0,1,1,1,1,1,1,1,0",10,2,0,3,0,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,2,0
"iR579658",1,"individual","right","yes",4,"s7294",TRUE,"1,1,0,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",10,2,0,3,0,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,0
"iR983876",1,"individual","right","yes",4,"s5056",FALSE,"0,0,0,1,1,1,1,1,0,1","0,0,1,1,1,1,1,1,0,1",9,3,0,3,-1,0,0,1,1,1,1,1,1,0,1,"0011111101",2,4,3,3,1
"cU644486",1,"culture","uniform","no",2,"s100",FALSE,"0,0,0,0,1,1,1,0,0,0","0,0,0,0,0,1,0,0,1,1",6,3,1,7,0,0,0,0,0,0,1,0,0,1,1,"0000010011",2,4,2,2,4
"iL148104",1,"individual","left","yes",3,"s3166",FALSE,"1,0,0,0,0,0,1,0,1,1","1,0,0,0,0,0,0,0,1,1",9,2,-2,3,-1,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,1
"iL629593",1,"individual","left","yes",3,"s8871",FALSE,"1,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,1,1",9,2,0,3,1,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,1
"iL397196",1,"individual","left","yes",4,"s3399",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,1
"iR793061",1,"individual","right","yes",2,"s8799",FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,1,0,2,-1,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,1
"iL382728",1,"individual","left","yes",1,"s9129",FALSE,"1,0,0,0,0,1,0,1,1,1","1,1,1,1,1,0,0,0,1,0",3,3,-1,6,1,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,3
"iU499151",1,"individual","uniform","no",1,"s9634",FALSE,"1,0,1,0,0,1,0,0,1,1","1,1,1,1,0,0,1,1,0,0",3,3,-3,6,1,0,0,0,0,1,1,0,0,1,1,"0000110011",1,5,2,1,3
"cU948973",0,"culture","uniform","no",7,"s1200",FALSE,"1,1,0,0,0,1,1,1,1,0","1,1,1,0,1,0,1,0,1,0",6,7,4,6,0,0,0,0,1,0,1,0,1,0,1,"0001010101",1,2,2,1,4
"iU499151",1,"individual","uniform","no",2,"s9634",FALSE,"1,1,1,1,0,0,1,1,0,0","1,1,1,1,1,1,0,0,0,0",6,1,-2,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,4
"iL308010",0,"individual","left","yes",6,"s1832",FALSE,"0,1,1,1,1,1,0,0,0,0","0,1,1,1,0,0,0,0,0,0",8,2,0,7,2,0,1,1,1,0,0,0,0,0,0,"0111000000",2,0,6,0,2
"iR422840",1,"individual","right","yes",3,"s8247",FALSE,"0,0,1,1,1,1,1,1,0,1","0,1,1,1,1,1,1,1,0,1",9,3,0,2,-1,0,1,1,1,1,1,1,1,0,1,"0111111101",3,3,4,4,1
"iR415143",0,"individual","right","yes",4,"s6813",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,1
"iL397196",1,"individual","left","yes",3,"s3399",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"cR483656",1,"culture","right","yes",3,"s2100",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,1
"cU696938",0,"culture","uniform","no",6,"s1200",FALSE,"1,0,1,0,1,0,1,1,0,0","1,1,0,0,0,1,1,1,1,0",5,3,-4,6,1,0,0,1,1,1,0,0,0,0,1,"0011100001",1,4,2,1,5
"iU338909",0,"individual","uniform","no",3,"s3713",FALSE,"1,0,0,0,1,0,0,0,0,1","1,0,1,0,0,1,1,1,1,1",4,4,0,7,4,1,0,1,0,0,1,1,1,1,1,"1010011111",2,5,4,2,6
"iU744435",1,"individual","uniform","no",2,"s7738",FALSE,"0,1,1,1,0,0,0,1,1,0","0,0,0,1,1,1,1,1,1,0",5,2,-2,4,-1,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,1,5
"iL242076",0,"individual","left","yes",7,"s9394",FALSE,"0,0,0,1,0,0,1,0,0,1","0,0,1,1,0,1,0,0,0,1",7,5,0,6,-1,0,0,1,1,0,1,0,0,0,1,"0011010001",1,1,1,1,3
"cL455549",0,"culture","left","yes",3,"s4200",FALSE,"0,1,1,1,1,1,0,0,0,0","0,1,1,1,1,1,1,0,1,0",8,4,2,3,-2,1,0,0,0,0,0,0,1,0,1,"1000000101",2,7,6,7,2
"iU414544",1,"individual","uniform","no",2,"s8919",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"cR968389",1,"culture","right","yes",7,"s2200",TRUE,"0,0,1,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,0
"iU630641",1,"individual","uniform","no",5,"s8812",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,1
"iU802502",1,"individual","uniform","no",3,"s4030",FALSE,"1,1,1,0,0,0,0,1,1,0","1,1,1,0,0,0,0,0,0,0",8,1,-2,3,-2,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,2
"iL595975",1,"individual","left","yes",1,"s6218",FALSE,"1,0,0,0,1,1,0,1,0,1","1,1,0,1,1,0,0,0,1,1",5,4,-2,6,1,0,0,1,0,0,1,1,1,0,0,"0010011100",1,2,3,2,5
"cU927570",0,"culture","uniform","no",8,"s900",FALSE,"0,0,0,1,0,0,0,1,1,1","0,0,0,0,0,1,1,1,1,1",7,1,-2,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,3
"cR394666",1,"culture","right","yes",3,"s1900",FALSE,"1,0,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,-2,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,1
"cU333316",0,"culture","uniform","no",7,"s900",FALSE,"0,0,0,0,1,0,0,1,1,1","0,0,0,1,0,0,0,1,1,1",8,3,0,6,0,0,0,0,1,0,0,0,1,1,1,"0001000111",1,2,4,1,2
"iR763032",0,"individual","right","yes",4,"s5139",FALSE,"1,1,1,1,0,0,1,1,0,1","1,1,1,0,1,1,0,1,1,0",4,5,1,7,0,1,1,1,0,1,1,0,1,1,0,"1110110110",2,3,6,6,6
"iU338909",0,"individual","uniform","no",7,"s3713",FALSE,"1,0,1,1,1,0,0,0,1,1","1,0,1,1,1,1,1,1,1,1",7,2,-2,9,3,1,0,1,1,1,1,1,1,1,1,"1011111111",4,8,6,4,3
"iL286525",1,"individual","left","yes",7,"s3958",FALSE,"0,0,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,-2,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"cR715021",1,"culture","right","yes",6,"s2300",TRUE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"cL609912",0,"culture","left","yes",9,"s4200",TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"iR761380",1,"individual","right","yes",4,"s4057",FALSE,"0,0,0,1,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",9,1,-2,9,1,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,1,1
"cL457885",0,"culture","left","yes",8,"s4200",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iL586478",1,"individual","left","yes",6,"s3729",FALSE,"1,1,1,1,1,1,0,0,1,1","1,1,1,1,1,1,1,0,1,1",9,2,0,9,1,0,0,0,0,0,0,0,1,0,0,"0000000100",4,4,2,4,1
"iU443318",1,"individual","uniform","no",5,"s7113",TRUE,"0,0,1,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,3,0
"iL800824",1,"individual","left","yes",4,"s5141",FALSE,"1,1,1,1,1,1,0,0,0,1","1,1,1,1,1,0,1,0,0,1",8,4,2,7,0,0,0,0,0,0,1,0,1,1,0,"0000010110",2,4,2,4,2
"cL996552",0,"culture","left","yes",8,"s3700",FALSE,"1,1,0,1,0,0,0,0,0,0","1,1,1,0,1,0,0,0,0,0",7,3,0,4,1,0,0,0,1,0,1,1,1,1,1,"0001011111",1,3,3,3,3
"iR656471",1,"individual","right","yes",4,"s8874",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,0,0
"cR611630",1,"culture","right","yes",3,"s2700",FALSE,"1,1,1,1,1,1,0,0,1,1","1,1,1,1,1,0,0,0,1,1",9,2,0,7,-1,0,0,0,0,0,1,1,1,0,0,"0000011100",2,6,2,2,1
"iU443318",1,"individual","uniform","no",4,"s7113",FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,1,0,2,-1,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,3,1
"cR994257",1,"culture","right","yes",5,"s2200",FALSE,"0,1,1,1,1,1,0,1,1,1","0,1,1,1,1,1,1,1,1,1",9,1,-2,1,-1,0,1,1,1,1,1,1,1,1,1,"0111111111",4,1,7,7,1
"iR712416",1,"individual","right","yes",3,"s3276",TRUE,"0,0,0,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,0
"cU443077",1,"culture","uniform","no",7,"s500",TRUE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,0
"iU731688",1,"individual","uniform","no",3,"s1067",TRUE,"0,1,1,1,1,1,1,1,1,0","0,1,1,1,1,1,1,1,1,0",10,2,0,2,0,0,1,1,1,1,1,1,1,1,0,"0111111110",3,5,5,3,0
"iU898134",1,"individual","uniform","no",1,"s6822",FALSE,"1,0,1,1,1,0,0,0,0,1","0,1,1,0,0,1,0,0,1,0",3,6,2,6,1,0,1,1,0,0,1,0,0,1,0,"0110010010",1,1,2,1,7
"iU366691",1,"individual","uniform","no",3,"s6345",FALSE,"1,0,1,1,1,0,0,0,1,0","1,1,0,1,1,0,0,0,0,0",7,3,-2,4,-1,0,0,1,0,0,1,1,1,1,1,"0010011111",1,1,3,1,3
"cL172052",0,"culture","left","yes",6,"s4200",FALSE,"1,1,1,0,0,1,1,0,0,0","1,1,1,0,0,1,0,1,0,0",8,5,2,5,0,0,0,0,1,1,0,1,0,1,1,"0001101011",0,5,3,5,2
"iR983876",1,"individual","right","yes",5,"s5056",TRUE,"0,0,1,1,1,1,1,1,0,1","0,0,1,1,1,1,1,1,0,1",10,3,0,3,0,0,0,1,1,1,1,1,1,0,1,"0011111101",2,4,3,3,0
"cL721417",0,"culture","left","yes",10,"s3700",TRUE,"1,1,0,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,0,0
"cL816235",0,"culture","left","yes",7,"s4200",FALSE,"1,1,1,0,0,1,0,1,0,0","1,1,1,1,1,1,0,0,0,0",7,1,-4,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,3
"iL902273",1,"individual","left","yes",5,"s3159",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iU324135",1,"individual","uniform","no",6,"s7120",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"iL195422",1,"individual","left","yes",4,"s2054",TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"cR384379",1,"culture","right","yes",4,"s2700",FALSE,"1,1,1,1,1,0,0,0,1,1","1,1,1,1,1,1,1,0,1,0",7,3,1,8,1,0,0,0,0,0,0,0,1,0,1,"0000000101",3,4,3,3,3
"iL195422",1,"individual","left","yes",2,"s2054",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,1
"iR372838",0,"individual","right","yes",3,"s5335",FALSE,"1,0,1,1,1,0,1,1,1,1","1,0,1,0,1,1,1,1,1,1",8,4,0,8,0,1,0,1,0,1,1,1,1,1,1,"1010111111",3,4,4,4,2
